id,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Churn
127078,15570086,Ch'ien,594,France,Male,33.0,5,0.0,2,0.0,1.0,45959.02,0
80905,15573893,McGregor,543,France,Male,37.0,9,0.0,2,0.0,1.0,138051.19,0
149083,15730657,Calabresi,637,Germany,Female,51.0,5,117325.53,1,1.0,0.0,138399.67,1
163488,15792967,Okwudiliolisa,651,France,Female,59.0,6,0.0,1,1.0,0.0,151852.08,1
31569,15665423,Hsiung,590,France,Female,33.0,7,0.0,2,1.0,0.0,163535.44,0
59914,15629448,Yefremova,633,France,Male,41.0,7,0.0,1,1.0,1.0,184851.6,0
96836,15650454,Tran,689,France,Female,38.0,4,0.0,1,1.0,1.0,122449.18,1
130000,15681174,Hao,741,Germany,Male,41.0,5,145728.81,2,1.0,1.0,50759.8,0
108761,15651140,Doherty,710,France,Female,33.0,3,0.0,1,1.0,0.0,94790.34,1
76298,15706005,Roberts,549,Germany,Male,45.0,2,174701.05,1,1.0,0.0,83983.39,1
68257,15593976,Trevisano,597,France,Female,30.0,8,122524.61,1,0.0,1.0,176725.57,0
117168,15576745,Onyekachi,584,France,Male,25.0,4,0.0,1,1.0,0.0,177719.88,0
1135,15780034,Teng,682,Germany,Male,61.0,2,146605.27,1,1.0,1.0,165038.58,1
23099,15765532,Onyemauchechukwu,625,Spain,Female,45.0,6,0.0,2,1.0,0.0,61409.12,1
30532,15731890,Chukwukere,601,France,Male,33.0,1,123971.16,1,0.0,1.0,172814.99,0
54118,15605037,Murray,717,Spain,Male,41.0,3,0.0,2,1.0,1.0,135768.25,0
2991,15630053,T'ien,677,Germany,Female,40.0,2,137933.09,2,0.0,0.0,8128.32,1
69314,15682576,Onyenachiya,642,France,Male,35.0,1,149436.73,2,1.0,0.0,106282.74,0
46475,15734491,Lombardo,676,France,Female,36.0,3,91285.22,1,1.0,1.0,94715.24,0
86403,15708265,Watson,554,France,Male,63.0,6,103729.79,2,0.0,1.0,80272.06,0
139621,15679963,Yobanna,644,France,Female,36.0,7,0.0,1,1.0,1.0,115700.2,0
160080,15713819,Nnamdi,671,Spain,Female,29.0,1,0.0,2,1.0,0.0,148087.62,0
94155,15664214,Eluemuno,641,France,Male,33.0,4,0.0,2,1.0,0.0,131389.41,0
31703,15670266,Onyemauchechukwu,629,Germany,Male,31.0,5,125919.63,2,0.0,1.0,82647.25,0
109827,15676895,Nwachukwu,724,France,Female,34.0,3,0.0,2,1.0,1.0,82559.77,0
41245,15696733,Lombardi,655,Germany,Female,50.0,9,109196.67,1,1.0,0.0,164394.65,1
152031,15622993,White,539,Germany,Female,31.0,5,127845.57,2,0.0,0.0,156071.02,0
106165,15626985,Nwoye,756,France,Male,29.0,5,102398.58,2,0.0,1.0,148854.45,0
122104,15807595,Teng,733,France,Male,35.0,7,0.0,2,1.0,0.0,133672.61,0
26738,15572762,Yobachukwu,718,France,Male,28.0,10,0.0,2,1.0,0.0,176750.81,0
145838,15756425,H?,694,France,Female,27.0,4,0.0,2,1.0,0.0,88890.05,0
128090,15772991,T'ien,669,Spain,Male,46.0,7,0.0,2,0.0,0.0,107866.4,0
156935,15679968,Ting,693,Germany,Male,40.0,8,118788.57,2,1.0,0.0,192867.4,0
93278,15616152,McGregor,758,France,Female,33.0,7,0.0,1,1.0,1.0,135431.73,0
40920,15683625,Tung,702,France,Male,31.0,8,0.0,2,1.0,1.0,169804.41,0
85763,15772428,Fanucci,632,France,Female,47.0,3,139930.18,2,1.0,1.0,121175.86,1
122787,15752816,Murray,531,France,Male,42.0,3,114590.58,1,0.0,1.0,75585.48,0
10522,15763095,Ch'iu,731,Spain,Female,27.0,2,116121.51,1,1.0,1.0,163675.61,0
98261,15643378,Ch'eng,678,Germany,Female,41.0,9,142669.93,2,1.0,1.0,132959.34,0
19825,15809823,P'eng,662,France,Female,44.0,3,0.0,2,1.0,0.0,129964.09,0
126891,15602312,Ch'ang,663,France,Male,35.0,7,148061.89,1,1.0,0.0,174094.24,0
31742,15766137,Muir,492,France,Male,33.0,2,0.0,2,1.0,1.0,83087.13,0
117734,15745794,Fanucci,556,France,Male,31.0,6,0.0,2,1.0,0.0,143783.56,0
1615,15800514,Kenechukwu,477,Germany,Female,24.0,2,95675.62,2,0.0,0.0,162699.7,0
160534,15705060,Lo Duca,637,France,Male,29.0,5,0.0,2,1.0,0.0,62733.08,0
67436,15794122,Otutodilinna,713,France,Female,59.0,1,0.0,2,1.0,1.0,62700.08,0
84560,15672357,Burke,534,Spain,Male,42.0,7,0.0,2,0.0,0.0,158302.59,0
99689,15774847,O'Brien,645,France,Male,37.0,2,125437.38,1,1.0,1.0,125422.66,0
45140,15571928,Chinweike,629,Spain,Male,30.0,10,72945.84,2,1.0,1.0,143783.38,0
12818,15683027,Chang,570,Germany,Male,29.0,4,122028.65,1,1.0,1.0,173792.77,0
147345,15592846,Fiorentino,723,France,Male,54.0,5,0.0,1,1.0,0.0,35770.24,1
164022,15626491,Lai,573,Spain,Male,31.0,6,0.0,2,1.0,0.0,151914.97,0
111641,15800793,Pagnotto,748,France,Male,35.0,9,0.0,2,1.0,0.0,58639.57,0
13323,15766047,Shao,775,France,Female,42.0,8,0.0,2,1.0,1.0,94898.4,0
77981,15768474,Clements,744,France,Male,34.0,3,0.0,2,1.0,1.0,27244.35,0
81860,15808017,Chigbogu,758,Germany,Male,53.0,10,112609.77,1,1.0,0.0,156773.49,1
158859,15576196,Arrington,785,France,Male,34.0,5,137060.88,2,0.0,1.0,67979.35,0
25078,15667424,Cremonesi,614,Spain,Male,34.0,2,114514.71,2,1.0,1.0,52629.73,0
102554,15785819,Shao,704,France,Male,25.0,3,0.0,1,1.0,1.0,112491.96,0
9905,15672640,Ts'ui,732,Spain,Female,38.0,4,104960.46,1,0.0,1.0,124415.18,0
150225,15687094,Ugochukwutubelum,583,Germany,Female,39.0,5,120825.7,2,0.0,1.0,84569.13,0
26079,15585843,Nnachetam,691,Spain,Male,63.0,9,0.0,2,0.0,1.0,77965.35,0
16583,15703793,Tuan,589,France,Male,31.0,5,95368.03,1,1.0,1.0,155823.2,0
94112,15645835,Milani,605,France,Male,32.0,9,0.0,1,1.0,0.0,55724.24,1
103498,15773394,McEwan,745,France,Male,57.0,6,148363.38,1,1.0,1.0,179445.24,1
75317,15683483,P'eng,573,France,Female,43.0,5,0.0,2,1.0,0.0,130514.78,0
10488,15618245,Ch'ang,569,France,Female,35.0,6,0.0,2,1.0,1.0,40893.61,0
39725,15785559,Meng,640,France,Male,35.0,6,108393.35,1,0.0,0.0,39057.67,0
64096,15600879,Trevisano,738,France,Male,63.0,6,0.0,2,0.0,1.0,51565.53,0
147760,15671915,Bowen,714,France,Male,46.0,5,0.0,2,1.0,1.0,74945.11,0
3357,15742534,Yermolayev,752,Spain,Female,27.0,4,117691.61,1,1.0,1.0,96875.52,0
30207,15713354,Piazza,634,France,Male,40.0,8,0.0,2,0.0,1.0,24255.21,0
42792,15595037,Palermo,772,France,Male,47.0,9,152347.01,1,0.0,0.0,17671.78,1
112282,15723989,Yegorov,590,Germany,Male,37.0,7,103421.74,1,1.0,1.0,141034.29,0
108952,15670898,Walker,663,France,Male,33.0,3,0.0,2,1.0,0.0,95957.42,0
13930,15784594,Raff,809,Germany,Male,41.0,10,131341.53,1,1.0,0.0,88837.11,1
45683,15603554,Tuan,611,Germany,Male,46.0,1,131101.04,1,1.0,1.0,85901.09,1
112887,15714493,White,622,France,Male,33.0,4,0.0,1,1.0,1.0,95500.98,0
118738,15697480,Hs?,633,Spain,Male,35.0,4,0.0,2,0.0,0.0,140168.36,0
53177,15628112,Macartney,712,France,Male,35.0,10,0.0,2,1.0,1.0,100137.5,0
57402,15672905,Sani,661,Spain,Male,80.0,7,0.0,2,1.0,1.0,103660.31,0
163266,15781550,Nwachinemelu,616,France,Female,32.0,8,0.0,2,1.0,1.0,152350.61,0
119723,15732537,Chiawuotu,814,Germany,Male,36.0,4,101191.82,2,0.0,1.0,10096.09,0
88736,15794895,Onyemauchechukwu,683,Germany,Male,36.0,7,111524.49,2,1.0,1.0,131283.6,0
6857,15698664,Liang,543,France,Female,42.0,6,59486.31,2,1.0,0.0,162858.29,0
152501,15635285,Taylor,647,France,Female,35.0,8,0.0,1,1.0,1.0,91055.27,0
98289,15784878,Bage,616,France,Female,28.0,8,0.0,2,1.0,1.0,161451.17,0
149963,15699461,Fiorentini,515,Spain,Male,34.0,3,0.0,2,1.0,0.0,118863.38,0
23657,15654562,Maclean,671,Spain,Male,45.0,5,0.0,2,1.0,1.0,93901.61,0
136151,15576124,Muravyova,542,France,Male,40.0,4,125725.02,1,0.0,1.0,124906.59,0
10013,15652981,Nwankwo,694,France,Male,38.0,2,0.0,1,1.0,1.0,79919.13,0
138233,15714962,DeRose,725,Spain,Female,50.0,9,0.0,2,1.0,1.0,119425.65,0
136032,15592378,Uwaezuoke,791,France,Female,62.0,5,167763.26,2,1.0,1.0,102299.27,1
53202,15766458,Kao,576,Germany,Male,34.0,4,119624.6,2,1.0,1.0,165197.65,0
76148,15704921,Niu,553,France,Male,24.0,9,0.0,1,0.0,1.0,176882.08,0
93808,15572408,Nnaife,782,France,Female,43.0,1,0.0,2,1.0,0.0,98931.5,0
10889,15760450,P'eng,613,France,Male,22.0,3,0.0,2,1.0,0.0,173989.47,0
106619,15662100,Hsu,850,Germany,Female,44.0,10,128605.32,1,1.0,1.0,171096.2,1
14215,15589949,Maclean,657,Spain,Female,31.0,10,0.0,2,0.0,0.0,98820.09,0
84120,15743582,Obidimkpa,669,France,Female,57.0,1,0.0,2,1.0,1.0,77830.36,0
125666,15702030,Azuka,516,Germany,Female,29.0,2,104982.57,2,1.0,1.0,157378.5,0
148263,15614813,Pritchard,614,France,Male,50.0,8,0.0,2,1.0,0.0,125870.5,1
87900,15754526,Tung,641,France,Female,35.0,8,0.0,2,1.0,1.0,140137.54,0
90491,15795737,Chidumaga,614,Germany,Female,53.0,6,116968.91,1,1.0,0.0,138700.94,1
41145,15623202,Maslov,658,Germany,Female,30.0,1,102556.18,1,1.0,1.0,172576.43,0
87459,15696900,Nnaife,615,France,Male,54.0,8,0.0,2,1.0,1.0,138031.91,0
86672,15574558,Lettiere,586,France,Male,35.0,3,0.0,2,1.0,1.0,176750.81,0
70466,15646566,Hao,624,Germany,Female,57.0,6,156613.83,2,1.0,1.0,138360.76,1
44316,15775206,Tuan,735,France,Male,39.0,5,0.0,2,1.0,1.0,138881.19,0
78122,15579787,She,718,France,Female,30.0,2,0.0,2,1.0,1.0,51587.04,0
32915,15786418,Ozerova,696,Spain,Male,50.0,1,0.0,1,1.0,0.0,172031.22,1
22902,15808846,Genovesi,633,Germany,Female,48.0,4,127783.95,1,1.0,0.0,161657.1,1
39646,15709920,Onyeorulu,555,Germany,Male,36.0,0,118577.24,1,0.0,1.0,89983.02,0
107562,15597901,Ch'ang,678,France,Female,35.0,1,117949.39,1,1.0,0.0,184317.74,0
65759,15618562,Yermakova,641,Spain,Female,38.0,9,0.0,2,1.0,1.0,183479.12,0
30298,15691483,Fuller,775,Germany,Male,26.0,5,130483.95,2,1.0,0.0,122810.53,0
14417,15802560,O'Donnell,734,Spain,Female,32.0,4,0.0,1,1.0,1.0,176036.01,0
33375,15592846,Obiajulu,727,France,Male,35.0,1,84957.95,1,1.0,0.0,57954.79,0
127667,15784320,Clements,725,France,Female,43.0,3,0.0,1,1.0,0.0,183044.86,1
5233,15652674,Tisdall,548,France,Male,33.0,9,147731.83,2,1.0,1.0,146585.92,0
36405,15693906,Abbott,834,Spain,Male,33.0,4,0.0,2,0.0,0.0,194365.76,0
146138,15782736,Nkemakolam,687,France,Male,40.0,5,118879.35,1,1.0,1.0,80619.09,0
149551,15587066,Hsia,521,France,Male,54.0,3,121898.98,1,0.0,1.0,160529.93,1
92087,15611644,Ugoji,716,Spain,Male,29.0,9,0.0,2,1.0,1.0,81523.06,0
115153,15680139,Trevisani,729,France,Male,49.0,9,132657.56,1,0.0,1.0,176770.58,1
66194,15707120,Cocci,587,France,Male,37.0,5,0.0,2,1.0,0.0,85412.54,0
46253,15571607,Piazza,735,Germany,Male,55.0,3,144696.29,1,1.0,1.0,111249.18,1
59186,15621063,Nwabugwu,648,Spain,Female,31.0,9,0.0,1,1.0,0.0,105784.85,1
118427,15808566,P'eng,696,France,Male,26.0,9,0.0,2,1.0,1.0,127528.84,0
160377,15796834,Onyemauchechukwu,599,France,Male,35.0,1,0.0,2,1.0,1.0,151871.84,0
50626,15771873,Buccho,710,France,Female,37.0,5,123894.43,2,1.0,0.0,35671.45,0
11069,15661532,Frolov,718,Spain,Female,51.0,7,0.0,1,0.0,1.0,72370.37,1
148987,15771222,Tien,663,Spain,Female,32.0,8,0.0,2,1.0,0.0,96881.32,0
45073,15691624,Chidiebere,820,France,Male,33.0,2,0.0,1,0.0,0.0,23067.97,1
24335,15640258,Uwakwe,686,France,Female,36.0,3,0.0,1,1.0,0.0,143954.99,1
144348,15771059,Nwagugheuzo,577,France,Male,33.0,3,107712.57,2,1.0,1.0,133672.61,0
115123,15725302,Streeton,670,Spain,Male,20.0,4,0.0,2,0.0,0.0,119759.24,0
68601,15573045,T'ao,683,Germany,Female,34.0,1,111388.18,2,1.0,1.0,47728.0,0
133297,15570194,Okwudiliolisa,769,France,Female,24.0,9,0.0,2,1.0,0.0,176695.88,0
93823,15684861,Nkemakolam,753,France,Female,47.0,0,0.0,3,1.0,0.0,120105.85,1
77576,15746065,Pinto,805,Spain,Male,45.0,5,0.0,1,1.0,0.0,78194.37,1
79428,15627514,Short,688,Spain,Male,46.0,3,0.0,2,1.0,1.0,104902.68,0
3647,15717231,Lu,704,France,Female,31.0,7,0.0,2,1.0,0.0,126517.46,0
26064,15683026,Lettiere,727,Spain,Male,34.0,9,0.0,2,0.0,1.0,56594.36,0
94570,15588566,Hsueh,520,Germany,Male,33.0,8,120623.21,2,0.0,0.0,98463.99,0
111325,15690546,Hsing,590,Germany,Male,43.0,4,131762.71,1,1.0,0.0,160142.29,1
43102,15596761,Lo,611,France,Female,37.0,8,0.0,1,0.0,1.0,72967.33,0
63605,15778155,Chinwenma,594,Germany,Female,24.0,6,141786.78,1,1.0,0.0,122284.38,1
84673,15813444,Pinto,659,Spain,Female,41.0,9,0.0,2,1.0,0.0,121592.5,0
92404,15796081,Ts'ai,593,Spain,Male,35.0,5,123793.27,1,0.0,1.0,133031.47,0
32950,15646091,Kornilova,703,France,Male,39.0,9,126473.99,1,1.0,1.0,178291.09,0
56885,15723006,Nnaemeka,627,France,Male,46.0,7,0.0,2,1.0,1.0,59129.72,0
30510,15579387,Niu,850,Spain,Male,33.0,9,128514.84,1,1.0,1.0,2383.59,0
154501,15599289,Yeh,744,France,Female,37.0,10,0.0,3,1.0,0.0,157862.82,1
139546,15690670,Chiang,735,Spain,Female,56.0,10,104498.79,1,1.0,1.0,19998.31,1
95879,15677377,Wan,644,France,Female,33.0,1,0.0,2,1.0,0.0,126933.73,0
155345,15735330,Sung,593,France,Female,48.0,9,0.0,1,1.0,1.0,30461.55,1
32509,15604732,Kibby,770,France,Male,29.0,4,43504.42,1,1.0,0.0,119327.75,0
21388,15751032,Nnachetam,636,Spain,Male,63.0,3,0.0,3,1.0,0.0,92220.12,1
157076,15730137,Padovano,721,France,Male,31.0,0,0.0,2,0.0,0.0,45611.51,0
49435,15759733,Kao,611,France,Male,35.0,8,0.0,2,0.0,1.0,94767.77,0
40580,15568595,Clements,505,Germany,Male,32.0,7,116248.67,1,0.0,1.0,152298.56,0
105815,15781323,Hsiung,678,Spain,Female,48.0,6,0.0,2,1.0,0.0,93739.71,1
155336,15660316,Udinesi,543,France,Male,25.0,2,0.0,2,1.0,0.0,125962.99,0
144456,15666856,Onyemauchechukwu,656,France,Male,46.0,5,0.0,1,1.0,0.0,99897.64,1
14327,15569098,Winifred,627,France,Male,33.0,6,0.0,1,1.0,0.0,152235.3,0
80692,15771270,Aitken,666,Spain,Male,31.0,8,123974.96,1,0.0,1.0,62825.03,0
42618,15749130,Bellucci,652,Germany,Female,38.0,10,135979.01,2,1.0,0.0,55313.51,0
163284,15780954,Biryukova,709,Spain,Male,33.0,8,140891.57,1,0.0,1.0,125890.79,0
1427,15768455,O'Meara,595,Spain,Male,31.0,0,0.0,2,1.0,0.0,180626.68,0
81655,15642996,Smith,679,France,Male,44.0,4,0.0,1,1.0,0.0,116511.12,1
30744,15644878,Trevisan,689,Spain,Female,35.0,4,0.0,2,1.0,1.0,50390.98,0
69229,15598044,Chiu,526,France,Female,37.0,5,0.0,2,1.0,0.0,164064.5,0
93495,15702601,Hsia,645,Germany,Female,26.0,0,122521.18,2,1.0,1.0,57594.09,0
102362,15628992,Esposito,641,Germany,Male,32.0,4,141918.09,2,0.0,1.0,179834.45,0
38396,15781702,K'ung,593,France,Male,23.0,4,0.0,2,1.0,0.0,142367.17,0
21342,15752855,Milano,549,France,Male,45.0,8,119413.77,2,1.0,0.0,24765.88,1
923,15776844,Hao,762,Spain,Female,19.0,6,0.0,2,0.0,0.0,55500.17,0
142535,15686885,Chukwudi,702,France,Male,32.0,9,132739.41,1,1.0,1.0,86957.42,0
62885,15643794,Ch'ang,683,Germany,Female,47.0,1,115037.76,1,1.0,0.0,95936.84,1
120732,15667632,Iloerika,559,Spain,Female,36.0,7,139972.18,1,1.0,0.0,131660.31,0
155092,15670753,DeRose,629,Spain,Male,24.0,5,172231.93,2,1.0,1.0,155144.12,0
159325,15660145,Chinagorom,701,Spain,Female,38.0,4,131355.52,1,1.0,0.0,52319.31,0
42996,15678944,Yu,670,Germany,Female,32.0,2,147171.2,1,1.0,1.0,69850.04,1
35211,15643828,Teng,584,France,Male,50.0,6,0.0,1,0.0,0.0,152567.75,1
102499,15685829,McKay,641,France,Male,35.0,1,0.0,2,1.0,1.0,50578.4,0
3293,15587177,Lloyd,639,France,Male,36.0,6,124445.52,3,1.0,0.0,88481.32,1
75850,15674583,Onyemere,684,France,Male,25.0,0,78396.08,1,1.0,1.0,8316.19,0
63276,15573318,Nkemdilim,537,Germany,Male,38.0,8,138675.19,1,1.0,0.0,28228.35,1
109589,15687913,Fokine,607,France,Female,38.0,6,122933.84,2,1.0,1.0,140949.64,0
113321,15740283,Ewing,850,France,Female,39.0,1,0.0,1,0.0,0.0,152996.89,1
73528,15588517,Pacheco,682,France,Male,25.0,7,0.0,2,1.0,0.0,136859.55,0
127702,15730657,Lucchesi,705,France,Male,44.0,3,0.0,2,1.0,0.0,142516.35,0
4611,15778858,Chiawuotu,778,Spain,Female,38.0,7,139430.02,1,0.0,0.0,57862.82,0
126548,15611973,Chidubem,691,France,Male,36.0,1,107715.84,2,1.0,1.0,102665.51,0
133702,15700325,Iheatu,472,France,Male,40.0,5,156825.18,1,1.0,0.0,170518.42,1
8520,15791871,Ts'ui,639,France,Female,39.0,3,0.0,1,1.0,0.0,105886.69,1
29858,15603382,Pinto,659,Spain,Male,48.0,8,0.0,2,1.0,1.0,73069.58,0
32882,15772421,Chiu,764,Spain,Male,27.0,4,129321.44,1,1.0,1.0,29217.37,0
110308,15681274,McWilliams,595,France,Male,33.0,2,0.0,1,1.0,0.0,57553.08,1
139859,15734892,Fennell,579,Germany,Male,27.0,2,116695.27,1,1.0,0.0,32202.61,1
45628,15754577,Manna,652,France,Male,31.0,6,0.0,1,1.0,1.0,123437.05,0
98898,15752588,T'ien,656,France,Male,31.0,7,0.0,1,0.0,0.0,180693.61,1
111716,15734461,Brooks,562,Germany,Male,31.0,4,112708.2,1,0.0,0.0,186370.3,1
145026,15665521,Chiemenam,556,France,Female,37.0,1,139852.28,1,0.0,1.0,131804.86,0
60281,15806511,Berry,445,Spain,Male,45.0,7,0.0,2,0.0,1.0,90977.48,0
10053,15788367,Ellis,487,Germany,Female,48.0,6,61691.45,1,1.0,0.0,53087.98,1
40922,15589493,Otitodilinna,716,Germany,Male,33.0,5,122552.34,2,1.0,0.0,67611.36,0
120667,15645371,Calabresi,701,Spain,Female,36.0,4,0.0,2,1.0,1.0,169161.46,0
85871,15786025,Tuan,661,France,Female,48.0,2,104722.29,1,1.0,1.0,62674.24,1
17724,15652789,Johnson,552,Spain,Male,40.0,10,0.0,1,0.0,0.0,52990.7,1
93297,15742218,Nwachukwu,644,Spain,Female,32.0,1,132767.95,1,0.0,1.0,74415.24,0
103684,15660550,Genovesi,616,Germany,Male,38.0,6,171671.7,2,1.0,1.0,92916.43,0
18398,15707608,Tseng,694,France,Female,36.0,8,0.0,2,1.0,1.0,159845.58,0
2532,15602812,Hsiao,652,Germany,Male,37.0,5,153360.46,2,0.0,0.0,94439.0,0
29015,15728669,Knowles,788,France,Female,30.0,8,112079.58,1,1.0,1.0,177772.03,0
139720,15781452,Kao,708,Spain,Male,40.0,5,0.0,2,1.0,1.0,175843.53,0
136324,15752838,Lucas,850,Spain,Male,30.0,6,0.0,2,1.0,0.0,94415.6,0
88286,15591286,Hsieh,676,Spain,Female,60.0,7,0.0,2,1.0,1.0,46786.92,0
150103,15593973,Burt,707,France,Female,36.0,9,0.0,2,1.0,0.0,128528.83,0
103579,15671026,Nnanna,562,Germany,Male,37.0,6,137455.11,2,0.0,1.0,103557.65,0
51529,15679283,Shih,758,France,Male,31.0,6,130809.77,2,0.0,1.0,61164.45,0
86776,15774157,Ch'ang,648,France,Male,37.0,7,117438.92,1,0.0,1.0,61531.86,0
40487,15681757,Trevisano,735,France,Male,61.0,3,0.0,1,1.0,0.0,44203.74,1
126241,15788215,Chinedum,850,Germany,Female,49.0,8,109528.28,2,1.0,0.0,187976.88,1
122279,15691823,Obidimkpa,574,France,Male,37.0,5,153195.59,2,1.0,1.0,162763.01,0
161968,15690733,Angelo,635,Spain,Male,45.0,4,0.0,2,1.0,0.0,36697.48,0
159736,15591257,Ejimofor,796,France,Male,24.0,8,0.0,2,0.0,1.0,61349.37,0
37177,15687765,Chukwudi,714,France,Male,48.0,2,157559.03,1,0.0,0.0,81485.1,1
99109,15632882,Ch'ien,703,France,Female,38.0,9,0.0,2,0.0,0.0,6078.42,0
24089,15585748,Kerr,662,Spain,Male,40.0,5,0.0,1,0.0,0.0,171657.57,1
121230,15702277,Smith,650,France,Male,34.0,4,0.0,2,1.0,0.0,142995.32,0
20155,15662494,T'ang,667,France,Female,39.0,7,117696.67,1,1.0,1.0,93747.95,0
67629,15803526,Milanesi,595,France,Male,38.0,7,96781.39,1,1.0,1.0,94498.82,0
160900,15641490,Ts'ao,651,Spain,Male,35.0,9,164450.07,1,1.0,1.0,186868.21,0
17506,15794580,Deleon,628,France,Female,69.0,9,0.0,2,1.0,1.0,141400.58,0
39266,15667085,Meng,667,France,Male,33.0,4,160566.11,1,0.0,1.0,142903.44,0
45037,15810563,Ho,526,Spain,Female,32.0,8,0.0,2,1.0,1.0,97767.63,0
146369,15760216,Pokrovskaya,718,France,Female,49.0,10,0.0,1,1.0,1.0,184474.15,1
143222,15641690,Hsiao,681,Spain,Male,35.0,7,0.0,1,0.0,0.0,163714.92,1
101863,15659820,Tsou,636,Germany,Male,39.0,4,142400.29,1,1.0,1.0,78897.4,0
62978,15581700,Paterson,615,Germany,Female,40.0,3,86920.86,1,1.0,0.0,150048.37,1
48495,15630195,Zito,689,France,Male,49.0,2,0.0,2,1.0,1.0,49872.33,0
5687,15604494,Folliero,850,France,Male,36.0,5,102284.69,1,1.0,0.0,142467.38,0
162498,15565878,Bates,631,France,Female,30.0,3,0.0,2,1.0,1.0,197963.46,0
9091,15636407,Nwachinemelu,773,Germany,Female,39.0,2,164523.5,1,1.0,0.0,153783.0,1
43037,15767391,Chijindum,676,France,Male,37.0,3,115488.52,1,1.0,1.0,174311.3,0
54666,15793856,Ch'ang,521,Germany,Female,23.0,8,125739.26,2,1.0,1.0,175893.53,0
129093,15602551,Genovese,640,Spain,Female,57.0,7,54901.01,2,1.0,0.0,85901.09,1
55979,15793883,Onyemauchechukwu,656,Spain,Female,33.0,1,0.0,2,1.0,0.0,69079.85,0
381,15692443,Chukwudi,753,France,Male,41.0,3,79871.02,1,1.0,0.0,138380.11,0
135051,15572073,Milani,724,Spain,Male,43.0,4,0.0,1,1.0,0.0,9308.1,1
66286,15607395,Lu,679,France,Male,33.0,5,112528.65,1,1.0,0.0,177362.45,0
18105,15572390,Genovese,676,Spain,Female,48.0,2,0.0,3,1.0,0.0,179902.92,1
149621,15810454,Hs?eh,562,France,Female,46.0,1,0.0,2,0.0,1.0,176780.23,0
65500,15754441,Hs?eh,850,France,Male,52.0,4,0.0,3,0.0,0.0,95437.73,1
98625,15666884,Su,637,Spain,Female,39.0,1,0.0,2,1.0,0.0,55207.41,0
46108,15658052,Bancks,678,France,Male,36.0,1,107713.73,1,1.0,1.0,154874.09,0
103332,15777784,Hsueh,584,Spain,Female,46.0,7,148045.45,1,1.0,0.0,121485.1,1
103178,15761132,Lucciano,687,Spain,Male,41.0,4,0.0,2,0.0,1.0,171086.47,0
43998,15612140,Iloerika,644,Germany,Female,45.0,8,122331.72,1,1.0,0.0,175580.97,1
15682,15754084,Ogg,713,France,Male,40.0,4,0.0,2,1.0,1.0,62449.03,0
83731,15806909,Dickson,730,Spain,Female,42.0,7,156847.34,1,1.0,1.0,173680.52,1
87177,15701376,Tikhonov,803,France,Female,34.0,7,0.0,1,1.0,1.0,169741.96,0
36482,15791323,Ch'eng,645,Spain,Female,33.0,6,70416.75,1,1.0,1.0,151335.24,0
132007,15591036,Frewin,850,France,Male,40.0,1,0.0,2,0.0,1.0,110299.28,0
141587,15576780,Ku,641,Spain,Female,44.0,3,135801.41,1,1.0,0.0,82298.67,1
49837,15795878,Scott,644,France,Male,33.0,1,0.0,1,1.0,1.0,139946.68,0
87510,15626141,Udinese,710,France,Female,33.0,2,0.0,2,1.0,1.0,151401.33,0
10995,15671591,Hao,647,Germany,Female,30.0,6,132615.73,1,1.0,1.0,54776.64,1
79488,15754922,Chiemenam,742,Germany,Female,38.0,5,116098.32,2,1.0,0.0,93729.61,0
116898,15664895,Onuchukwu,699,France,Male,32.0,2,0.0,2,1.0,1.0,127630.88,0
21536,15742116,Chiu,626,Germany,Male,33.0,9,133968.96,2,1.0,0.0,59115.77,0
143640,15686975,Folliero,641,Spain,Male,53.0,1,0.0,2,1.0,0.0,84460.18,1
34417,15631877,Johnson,730,Spain,Female,36.0,3,102741.15,1,0.0,0.0,177896.92,1
131055,15583580,Tseng,699,France,Female,44.0,6,0.0,2,1.0,0.0,26019.93,0
125653,15792868,Chu,850,Germany,Female,36.0,2,109044.3,1,1.0,1.0,60906.12,1
117909,15671582,Iheanacho,694,France,Male,36.0,7,0.0,2,1.0,1.0,38190.78,0
31951,15721770,Shih,608,Germany,Male,32.0,6,166526.01,2,1.0,0.0,173424.94,0
108250,15656726,Ch'ien,786,France,Male,32.0,4,0.0,2,1.0,1.0,40920.59,0
50810,15641640,Onyemauchechukwu,487,France,Male,36.0,1,113865.23,1,1.0,1.0,51548.14,0
49724,15756920,Montemayor,777,Spain,Female,35.0,3,0.0,2,1.0,1.0,17257.72,0
78322,15655389,Leckie,638,Germany,Male,39.0,1,131762.94,1,1.0,1.0,147636.46,0
14519,15783030,Pisano,619,France,Male,38.0,10,0.0,2,1.0,0.0,131768.43,0
77723,15702566,T'ien,724,Spain,Male,38.0,7,0.0,2,1.0,1.0,178827.3,0
123592,15589969,Capon,694,France,Male,34.0,4,0.0,2,0.0,1.0,52796.31,0
1344,15699797,Lo,816,Germany,Female,25.0,2,150355.35,2,1.0,1.0,35770.84,0
36888,15731755,Hull,680,France,Male,63.0,10,0.0,2,0.0,1.0,187008.45,0
67098,15637235,Smith,542,France,Female,32.0,8,73023.17,1,1.0,1.0,91943.94,0
